commit_msg,labels
[Relay][Pass] Avoid FoldConstant folding some ops (#4245)* [Relay][Pass] Avoid FoldConstant folding some ops* rename,4
[Relay][Prelude] Add more dtypes to tensor_t (#4233),1
Implement explicit IR representation of memory alloction (#3560),5
"[NODE][REFACTOR] Rename IRFunctor->NodeFunctor, use func pointer (#4247)* [NODE][REFACTOR] Rename IRFunctor->NodeFunctor, use function pointer for dispatching.Previously we used std::function for the functor dispatching.It introduces additional overhead and problems during dll destruction(of std::function).This PR changes the std::function to function pointers.This change a bit restrictions around the set_dispatch that we can get around,but will improve the general efficiency by reducing one level of indirection in the std::function.We also no longer need special marcos to register functions to the Functor.",1
Support reshape for dynamic shape in tf converter (#4185)* Support reshape for dynamic shape in tf converter* Only allow reshape directly after shape function for symbolic input shape* Fix lint,0
"[VTA] Performance optimize, remove unnecessary contigious memory use. (#4246)* [VTA] Performance optimize, remove unnecessary contigious memory use.Issue:Uop maintain a cache vector to copy uop data into contigious DRAM memory forFPGA/Simulator use, but this cache vector not get clear after FPGA/Simulatorcore run, in Resnet18 case, if we printf the cache size in UopQueue::ReadBarrierfunction, we can saw such cache size keep increase, this would causeno use data copy and unnecessary contigous DRAM memory malloc.Analysis:This issue caused by not clear cache_ vector when douop_queue_.Reset().Solution:Override BaseQueue Reset function in UopQueue and add cache_ clearlogic.* address review comments, remove spacing.",1
Fix typo in err msg (#4251),0
remove PEP498  f-string new feature for support  python3.5 (#4250),1
"[Relay][Frontend][Tensorflow] Fix GatherV2, Add StopGradient (#4238)* Add StopGradient. Add batch_dims attr to ignore list for GatherV2* Trigger CI",0
CI trigger after repo move (#4252),4
Require LLVM >= 9 for AMDGPU backend (#4253)LLVM 8 will crash when loading the bitcodesThis is a runtime check as the file will be compiled in even whenUSE_ROCM OFF is used in the configuration if ROCM is installedin the default location.Fixes: #4087,0
workaround typing.Deque import error for Python 3.5 (#4254),0
[DOCS] Update link loc (#4257),1
[VTA] Hotfix for padded load test in Chisel VTA (#4264)* Update TensorUtil.scala* Update test_vta_insn.py,0
[Contrib] Fix error message at callback_get_section_size() (#4221)* [Contrib] Fix error message at callback_get_section_size()* Trigger notification,0
[TOPI] Fix bug in Winograd on CUDA (#4260)* fix winograd* move get padding after kernel transform,0
[AutoTVM] Add batch_matmul to tunable operations (#4242)* Batch matmul tuning running but with errors.* Default x86 schedule as good as before.* Code Cleanup* Remove unused argument.* improved template documentation.* Silly lint fix* Removed leftover comment.* Moved cfg declaration to schedule for batch_matmul* Moved x86 dense cfg declaration to schedule.* lint fix* Removed duplicate cfg declaration in dense.* Reverted changes to dense.,0
[Relay][Frontend][ONNX] Add support for broadcasting to Where and MatMul (#4267),1
[TOPI][CUDA] Fix Winograd Kernel Size Support (#4276)* fix_winograd_cuda_kernel_size* add unit test,0
Update tvm_runtime.h (#4278)fix the problem that android_rpc compilation failed,0
Auto TensorCore CodeGen (#4234)* Add Auto TensorCore TensorCore Unit Test* Rebase to tvm master branch & Add auto tensor core* Code Refine* Add tensor core switch by pragma* Add pragma in tensor core example code* Get real tile size to replace hard coded 16* support more than 2 dimensions (e.g. batchmatmul) for buffer bind scope* support batch matmul* Move cuda env check to tensor_core.cc* Coderefine for tensor_core.cc* Refine comments* Some refinements of code and comment* Update TensorCore UT to pass the CPU test* remove redundant code* matmul's storage align for different layout* Add support for differenct position of type cast* Add formal tutorial for auto tensorcore codegen* move tensorcore check up to tutorial code* code and doc refine* comment out tune_and_evaluate in tutorial* fix cpplint error,0
Rename ml.dmlc.tvm to org.apache.tvm (#4290),2
[Codegen][cuda-fp16] fallback to fp32 simulation when cuda arch < sm53 (#4268),5
[Test][TF][Relay] Fix argument preparation for vm test mode (#4296),0
[TFLite] Support PRelu (#4298),5
[RUTNIME] Support C++ RPC (#4281),5
[TOPI][AlterOpLayout][ARM] Enabling NHWC to NCHW layout transformation. (#4249),5
[tutorial] Relay pass infra tutorial (#4083)* Add pass manager tutorial* fix some examples* retrigger ci* Update tutorials/dev/relay_pass_infra.pyCo-Authored-By: 雾雨魔理沙 <lolisa@marisa.moe>* Add ToANormalForm link,0
Fix tf reshape (#4285)* Fix tf reshape* Fix test* Fix pylint* Fix pylint,0
[TF][TEST] add test_forward_reduce_any back (#4301)the test case was removed in #4181 for some reason@tqchen @soiferj @zhiics,1
[RUNTIME][REFACTOR] Use object protocol to support runtime::Module (#4289)Previously runtime::Module was supported using shared_ptr.This PR refactors the codebase to use the Object protocol.It will open doors to allow easier interpolation betweenObject containers and module in the future.,5
[TF][Relay][Op] Pass module when infer shape (#4287)* [TF][Relay][Op] Pass module when infer shape* Fix lint* Improve style* Add test,0
Add More Shape Functions (#4179)* Add shape functions* Fix get_const_tuple* Fix cpplint* Fix pylint* Fix pylint* rebase and fix* Check Any for infer type* Fix expand_dim shape func for zero rank input* Fix pooling infer type* Address comment* Register layout transform attr,0
[Relay][Frontend][Tensorflow] Fix type assignment for operator 'tf.range' (#4294),0
Fix incorrect call to Unicode Win32 InetPton (#4306)* Fix incorrect call to Unicode Win32* Removed inet_pton call. Win32 already has it.,0
[Relay][Frontend][Keras] batch_norm op params not handling well (#4310)* Relay Keras frontent batch_norm op params not handeling well* add unit test for Relay Frontend Keras batch_norm,1
add (#4311),1
Add test for the qnn_add operator (#4282)* Add test for the qnn_add operatorThe tests use fake quant approach so until the tf session tensors remain in float32.The test data has to be passed in uint8 because of how the tflite/tvm comparison works.Abs tolerance up to 1 is allowed for the qnn results. For now input_stats are hardcodedassuming the tests for the other qnn ops will pass the input data in the same range.* Separate qnn uint8 test function from the fp32 elemwise testsIsolate qnn uint8 elemwise testsRemove blank lines,1
[Relay][Op][TF] Complete tensor array unstack with all ranks support (#4309),5
"Fix the TF tutorial to run against TF2.0 and TF1.x (#4104)* WIP Run the TF tutorial on TF2* Remove debugger statement.* Complete the support for TF2.0's `resize`.TF2.0 adds a `half_pixel_centers` attribute to the `resize` function inthe image API. This commit completes the hooks in Relay's TF frontend.At the point of this commit, no new test yet. Also, this commitaddresses solely the `resize` change. Other commits address otherchanges in TF2.0.* Support TF2.0 in the tutorial by using the compat API.This looks cleaner than trying to detect the TF version.* Use the TF compat API, so as to support TF2.0.This is a direct change, relying on the compat API provided by the TFteam.This code will last as long as the compat API exists, so a""proper"" support for TF1.x and 2.x will require more work in somefuture.* Partial support for EXPLICIT padding introduced in TF2.0.Explicit padding is a special case in TF2.0 (see reference linkedbelow). Some models are serialized with that mode, and break TF supportin TVM.Support is *partial* as EXPLICIT falls back to set padding on theRelay op, which only supports 2 values. At some point, padding may needto be extended to support 4 values, but that is out of scope of thissupport commit.Reference on EXPLICIT padding: https://github.com/tensorflow/tensorflow/commit/ec81825aaf7e848d9f8ddffdf1e0d20aebe9172c#diff-1d1c0bb0a880f85b6164f71dbb2f446e* Guard on checking for optional TF2.0 attribute.* Do not expect Relay to implement TF-specific attributes.The `half_pixel_centers` attribute is a new feature in TF2.0. Earliercommits of mine mistakenly introduce them in the Relay API. This isprobably not what Relay is expected to support, and the semantics of`half_pixel_centers` is unclear (to me, at least) at this point.* Remove unclear comment.CR https://github.com/dmlc/tvm/pull/4104#discussion_r338705742Addresses #4104* Changes after review.Complying without understanding the rationale for now.* Fix the arguments set mistakenly.An argument ignored for the wrong operation.",0
[TOPI][OP] Support Faster-RCNN Proposal OP on CPU (#4297)* Support Proposal operator on CPU.* PyLint space issue* PyLint space issue* Pylint singleton-comparison issue,5
[QNN][Legalize] Specialize for Platforms without any fast Int8 arithmetic units. (#4307),3
fix error when memory_id is VTA_MEM_ID_OUT (#4330),0
[CI][DOCKER] Add ONNX runtime dep (#4314)* [DOCKER] Add ONNX runtime dep* Improve ci script,1
[QNN] Quantize - Fixing the sequence of lowering. (#4316),0
[QNN] Use Int16 upcast in Fallback Conv2D. Fix test names. (#4329),0
[doc][fix] fix sphinx parsing for pass infra tutorial (#4337),0
change ci image version (#4313),4
[Codegen] remove fp16 function override for cuda  (#4331)* add volatile override back* [codegen] remove fp16 function override for cuda,1
[CI] Set workspace to be per executor (#4336),5
[Build][Windows] Fix Windows build by including cctype (#4319)* Fix build* dummy change to retrigger CI* dummy change to retrigger ci* dummy change to retrigger ci,0
Enable hipModuleGetGlobal() (#4321),5
[Relay][Pass] Add pass to remove unused functions in relay module (#4334)* [Relay][Pass] Add pass to remove unused functions in relay module* Add tests* Fix lint* Fix visit order* Add pass argument* Fix,0
Add support for quant. mul operator in tflite frontend (#4283)A test for qnn_mul has to be added when the qnn elemwise tests (#4282) get merged.,1
Add topi.nn.fifo_buffer to TVM doc (#4343),1
Solve custom model of prelu (#4326),5
Deprecate NNVM warning msg (#4333),5
[Contrib] Add MKL DNN option (#4323)* [Contrib] Add MKL DNN* update* update,1
[Relay][Frontend][TF] Fix transpose when axes is not a param (#4327)* [Relay][Frontend][TF] Use _infer_value_simulated when axes is not a const to Transpose* uncomment tests* dummy change to retrigger ci,0
[RUNTIME] Add device query for AMD GcnArch (#4341)* add gcnArch query* kGcnArch query for cuda is a no-op,1
[Test][Relay][Pass] Add test case for lambda lift (#4317),1
"[Relay][Frontend][ONNX] operator support: DepthToSpace, SpaceToDepth (#4271)",5
imp module is deprecated (#4275),5
[VTA] Bug fix for padded load with large inputs (#4293)* bug fix for padded load with large inputs* Update TensorLoad.scala* Update test_vta_insn.py,0
fix inconsistent tag name (#4134),0
[CodeGen] Add build config option disable_assert to control whether to generate assert (#4340),1
Bump up CUDA log version in tophub.py (#4347),2
Add check to ensure input file was successfully opened in NNVM deploy code demo (#4315),1
"[COMMUNITY] Add DISCLAIMER, KEYS for ASF release (#4345)* [COMMUNITY] Add DISCLAIMER, KEYS for ASF release* Add file name spec",1
[Relay][VM][Interpreter] Enable first-class constructors in VM and interpreter via eta expansion (#4218)* Fix constructor pretty printing* Make Module::HasDef name consistent with API* Add VM constructor compilation via eta expansion* Lint* Fix CI* Fix failing test* Address comment* Retrigger CI* Retrigger CI,0
